movieId,title,genres,overview,poster_url
73874,Blood and Bone (2009),Action|Drama,"In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",https://image.tmdb.org/t/p/w500/4XoqjwKhqN3GlGt0fQtcY2OhkZq.jpg
73881,3 Idiots (2009),Comedy|Drama|Romance,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",https://image.tmdb.org/t/p/w500/66A9MqXOyVFCssoloscw79z8Tew.jpg
73929,Legion (2010),Action|Fantasy|Horror|Thriller,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",https://image.tmdb.org/t/p/w500/ykocDqwg5PRUopnBVb1x1DWnEJF.jpg
74089,Peter Pan (1960),Children|Fantasy|Musical,"In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland.",https://image.tmdb.org/t/p/w500/6QdU3TZZrIvXFzoHOwafZAynFjB.jpg
74111,Arn: The Kingdom at Road's End (Arn: Riket vid vägens slut) (2008),Action|Adventure|Drama|Romance|War,"Arn has served his term in the Holy land and returns home to be reunited with his beloved Cecilia. When he returns home, he discovers that political forces tries to separate him and Cecilia - but thanks to queen Blanka they can finally get married. Arn knows that war is looming and with his martial knowledge he starts to build an army at his new home at Forsvik.",https://image.tmdb.org/t/p/w500/6yu0RmSffk4sVeEGIRO1LSvtYvq.jpg
74131,Extraordinary Measures (2010),Drama,"Working-class father John Crowley is finally on the fast track to corporate success when his two young children are diagnosed with Pompe disease—a condition that prevents the body from breaking down sugar. With the support of his wife, John ditches his career and teams with unconventional specialist, Dr. Robert Stonehill to found a bio-tech company and develop a cure in time to save the lives of his children. As Dr. Stonehill works tirelessly to prove the theories that made him the black sheep of the medical community, a powerful bond is forged between the two unlikely allies.",https://image.tmdb.org/t/p/w500/bmBCMoCc6OdINBOC7P6pOIs1MuO.jpg
74152,Zach Galifianakis: Live at the Purple Onion (2006),Comedy|Documentary,"From an inauspicious beginning performing comedy routines in the back of a burger joint in New York, unorthodox stand-up star Zach Galifianakis has made a splash on the scene with his inimitable brand of humor. In this live show filmed at San Francisco's Purple Onion nightclub, the versatile funnyman serves up a healthy dose of his signature wit.",https://image.tmdb.org/t/p/w500/96plQO27AHyfxjVbSewKTtUkohv.jpg
74154,When in Rome (2010),Comedy|Romance,"Disillusioned with romance, Beth, an ambitious New Yorker, travels to Rome for her sister's wedding, where she plucks magic coins from a special fountain of love. The coins attract unwanted attention from an assortment of odd yet ardent suitors:  a sausage merchant, a street magician, an artist, and a male model. But when the best man from the wedding, persistent reporter Nick, throws his hat in the ring, Beth wonders if his love is the real thing.",https://image.tmdb.org/t/p/w500/pteIGpJpgh2aUh3jMqZnomB1rw1.jpg
74156,Edge of Darkness (2010),Drama|Thriller,"As a seasoned homicide detective, Thomas Craven has seen the bleakest side of humanity. But nothing prepares him for the toughest investigation of his life: the search for his only daughter Emma's killer. Now, he is on a personal mission to uncover the disturbing secrets surrounding her murder, including corporate corruption, government collusion and Emma's own mysterious life.",https://image.tmdb.org/t/p/w500/pvHjp1vEFmp5FquSCPQ2O95tIZJ.jpg
74204,Mad Detective (Sun taam) (2007),Action|Crime|Thriller,No overview available.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
74228,Triangle (2009),Drama|Horror|Mystery|Thriller,"When Jess sets sail on a yacht with a group of friends, she cannot shake the feeling that there is something wrong.",https://image.tmdb.org/t/p/w500/cRlMrbc4Iof7vN0ZqHwJnMBYBLi.jpg
74275,I Love You Phillip Morris (2009),Comedy|Drama|Romance,"Steven Russell leads a seemingly average life – an organ player in the local church, happily married to Debbie, and a member of the local police force. That is until he has a severe car accident that leads him to the ultimate epiphany: he’s gay and he’s going to live life to the fullest – even if he has to break the law to do it. Taking on an extravagant lifestyle, Steven turns to cons and fraud to make ends meet and is eventually sent to the State Penitentiary where he meets the love of his life, a sensitive, soft-spoken man named Phillip Morris. His devotion to freeing Phillip from jail and building the perfect life together prompts him to attempt (and often succeed at) one impossible con after another.",https://image.tmdb.org/t/p/w500/qtAuWLGQ7N4PNQ6boZeqqoUY2l9.jpg
74282,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance,No overview available.,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
74324,Temple Grandin (2010),Drama,"A biopic of Temple Grandin, an autistic American who has become one of the leading scientists in humane livestock handling.",https://image.tmdb.org/t/p/w500/gQhQ6yEkUkDDo1zugpq46PJN8xZ.jpg
74327,"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie) (2008)",Comedy|Drama,"“Farocki’s ten-minute short film is composed of shots of an AFN DJ at work…and of a car ride, whereby the camera points out of the car (through the windscreen or the side windows) or it captures and tracks a passing car.” –Gero Günther",https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?q=80&w=500&auto=format&fit=crop
74370,"House of the Devil, The (2009)",Horror|Thriller,"A young college student who’s struggling financially takes a strange babysitting job which coincides with a full lunar eclipse. She slowly realizes her clients harbor a terrifying secret, putting her life in mortal danger.",https://image.tmdb.org/t/p/w500/4abKUbc9IbsndbaY1hacN1iPM0Y.jpg
74416,Fish Tank (2009),Drama,"Fifteen-year-old Mia is in a constant state of war with her family and the world around her. When she meets her party-girl mother’s charming new boyfriend Connor, she is amazed to find he returns her attention, and believes he might help her start to make sense of her life.",https://image.tmdb.org/t/p/w500/rI3MKBDsWzQHi9PWDAMKkgmYcff.jpg
74450,Valentine's Day (2010),Comedy|Romance,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,https://image.tmdb.org/t/p/w500/qOTcfD2DdnOTmhH0r1TOE09VvNh.jpg
74452,"Wolfman, The (2010)",Horror|Thriller,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.",https://image.tmdb.org/t/p/w500/fQqPoAHvHicie1ttuiV2q0yv9V7.jpg
74458,Shutter Island (2010),Drama|Mystery|Thriller,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",https://image.tmdb.org/t/p/w500/nrmXQ0zcZUL8jFLrakWc90IR8z9.jpg
74484,Bitch Slap (2009),Action|Comedy|Crime|Thriller,"Three bad girls - a down-and-out stripper, a drug-running killer, and a corporate powerbroker - arrive at a remote desert hideaway to extort and steal $200 million in diamonds from a ruthless underworld kingpin.",https://image.tmdb.org/t/p/w500/uwpDERT9drTPhvoV8cWzuV6xhdt.jpg
74486,$9.99 (2008),Animation,"Have you ever wondered ""What is the meaning of life? Why do we exist?"" The answer to this vexing question is now within your reach! You'll find it in a small yet amazing booklet, which will explain, in easy to follow, simple terms your reason for being! The booklet, printed on the finest paper, contains illuminating, exquisite colour pictures, and could be yours for a mere $9.99.",https://image.tmdb.org/t/p/w500/nX4pmuluKq4MqgrmgfIpOr8Orgo.jpg
74488,Ondine (2009),Drama|Fantasy|Romance,"On the coast of Cork, Syracuse is a divorced fisherman who has stopped drinking. His precocious daughter Annie has failing kidneys. One day, he finds a nearly-drowned young woman in his net; she calls herself Ondine and wants no one to see her. He puts her up in an isolated cottage that was his mother's. Annie discovers Ondine's presence and believes she is a selkie, a seal that turns human while on land. Syracuse is afraid to hope again.",https://image.tmdb.org/t/p/w500/rQSQisWjIjXnGGenrpjG1GlQcRf.jpg
74504,Letters to Father Jacob (Postia pappi Jaakobille) (2009),Drama,"With few options, newly pardoned convict Leila agrees to work as an assistant to a blind pastor. Father Jacob spends his days answering the letters of the needy, which Leila finds pointless. But when the letters stop, the pastor is devastated and Leila finds herself cast in a new role.",https://image.tmdb.org/t/p/w500/d1unNjk7s2iQjIDTSd0UMEnYPux.jpg
74508,Persuasion (2007),Drama|Romance,"In early 19th-century England, dire financial straits reacquaint the aristocratic Anne Elliot with her wealthy ex-fiance Frederick Wentworth. The two must choose between either putting the past behind them or listening to their hearts.",https://image.tmdb.org/t/p/w500/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg
74510,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller,"Mikael Blomkvist, publisher of Millennium magazine, has made his living exposing the crooked and corrupt practices of establishment Swedish figures. So when a young journalist approaches him with a meticulously researched thesis about sex trafficking in Sweden and those in high office who abuse underage girls, Blomkvist immediately throws himself into the investigation.",https://image.tmdb.org/t/p/w500/axR8YcQVUgWYhvN2UcZKhzexKsI.jpg
74530,Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",https://image.tmdb.org/t/p/w500/brzpTyZ5bnM7s53C1KSk1TmrMO6.jpg
74532,Cop Out (2010),Action|Comedy|Crime,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites—especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backup—except for each other.",https://image.tmdb.org/t/p/w500/qA31i7FPVDHezuoevx3497CvZd4.jpg
74541,Trailer Park Boys: Countdown to Liquor Day (2009),Comedy|Crime,"Ricky, Julian and Bubbles are about to get out of jail, and this time, Julian vows to go straight, even open a legit business. Soon the Boys will all be rich. At least that's what they've told the parole board. But when they arrive back at the park, they find it's not the same old Sunnyvale - and it's not the same old Jim Lahey, Trailer Park Supervisor.",https://image.tmdb.org/t/p/w500/8Lah6OK2sOPuJc5NsUc443PrHE4.jpg
74545,"Ghost Writer, The (2010)",Drama|Mystery|Thriller,A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident.,https://image.tmdb.org/t/p/w500/rK7m2Ba0ieXa37NaAmrx4dfRvvM.jpg
74553,"Secret of Kells, The (2009)",Animation|Fantasy,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",https://image.tmdb.org/t/p/w500/vBymyj7QsXiW4TICD2JC5pAuBHO.jpg
74573,"Vicious Kind, The (2009)",Comedy|Drama,"A man tries to warn his brother away from the new girlfriend he brings home during Thanksgiving, but ends up becoming infatuated with her in the process.",https://image.tmdb.org/t/p/w500/krPQzshOanbgWiwk7VUO1TF71pg.jpg
74580,"Spy Next Door, The (2010)",Action|Children|Comedy,"Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family.",https://image.tmdb.org/t/p/w500/nJJrceb2xHGIA0irADX0JvWSIHT.jpg
74624,Agora (2009),Adventure|Drama|Romance,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.",https://image.tmdb.org/t/p/w500/1xsFa6I5vDd2UI1AJ1tsW7BUChv.jpg
74668,District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),Action|Sci-Fi,"Damien and Leito return to District 13 on a mission to bring peace to the troubled sector that is controlled by five different gang bosses, before the city’s secret services take drastic measures to solve the problem.",https://image.tmdb.org/t/p/w500/qhadETc2y1ImTQ51all8tOd45aw.jpg
74677,"Yes Men Fix the World, The (2009)",Documentary,"THE YES MEN FIX THE WORLD is a screwball true story about two gonzo political activists who, posing as top executives of giant corporations, lie their way into big business conferences and pull off the world's most outrageous pranks.",https://image.tmdb.org/t/p/w500/6eVleb6nkqjxUfLPRS5GwSKlA9J.jpg
74685,"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,"The military attempts to contain a manmade virus causing death and permanent insanity in those infected, as it overtakes a small Pennsylvania town.",https://image.tmdb.org/t/p/w500/xSNgBJL9WKMHwl42gZXeRsQXFa1.jpg
74688,Dear John (2010),Drama|Romance|War,"While Sergeant John Tyree is home on two weeks leave from Germany, he meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off a pier. John eventually falls in love with Savannah, who promises to write to him until he returns from overseas.",https://image.tmdb.org/t/p/w500/2lAPv2jQ5eh54l4EttA9wjDljED.jpg
74698,Tooth Fairy (2010),Comedy|Fantasy,"When minor-league hockey player Derek Thompson -- who has a penchant for knocking out his opponents' teeth every time he plays -- disillusions a fan, he is sentenced to a stint for one week as a bona fide, tutu-clad, real-life tooth fairy. Soon, Derek is inspired to rekindle his youthful dreams.",https://image.tmdb.org/t/p/w500/cRZvw3bPomtucIUtMHZ3qPIYtYs.jpg
74727,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery,Kindergarten teacher Evgeniy Ivanovich Troshkin is reluctantly sent undercover to take the place of an imprisoned thief who stole Alexander the Great's helmet. Evgeniy uses his striking resemblance to the thief to infiltrate his gang and learn the location of the stolen artifact. He finds the gangsters are unexpectedly similar to his students- they also need love and care.,https://image.tmdb.org/t/p/w500/owZ2KQ2x99XqMprSvFNeTdmCBk8.jpg
74731,Eden Log (2007),Horror|Mystery|Sci-Fi|Thriller,"A man wakes up deep inside a cave. Suffering amnesia, he has no recollection of how he came to be here or of what happened to the man whose body he finds beside him. Tailed by a mysterious creature, he must continue through this strange and fantastic world. Enclosed, Tolbiac has no other option to reach the surface than to use REZO ZERO, secret observing cells in this cemetery-like abandoned mine.",https://image.tmdb.org/t/p/w500/lNLAMUw2Cm2TJCS3764ZlAh6l1y.jpg
74740,Fermat's Room (La habitación de Fermat) (2007),Mystery|Thriller,"Four mathematicians are imprisoned in a shrinking room; with the walls closing in, they must try anything to escape this fatal puzzle.",https://image.tmdb.org/t/p/w500/qQcYvPXxvk6bQDV9Zgd6cnDQmKZ.jpg
74750,[REC]² (2009),Horror|Thriller,A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,https://image.tmdb.org/t/p/w500/hgyJR4sgMsee6xMFM3xYiG6cDCh.jpg
74754,"Room, The (2003)",Comedy|Drama|Romance,"A widower maintains a memorial room filled with his late wife's belongings. When fire destroys it, he transforms a chapel into a new shrine to preserve her memory.",https://image.tmdb.org/t/p/w500/8D2Oty3FpihcNoNowuYbzOaXKsv.jpg
74787,My Name is Khan (2010),Drama|Romance,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",https://image.tmdb.org/t/p/w500/5Y36lCiNyyV71mjq6LavgiggbhT.jpg
74789,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",https://image.tmdb.org/t/p/w500/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg
74791,"Town Called Panic, A (Panique au village) (2009)",Animation,"School is out, and Indian and Cowboy are bored. Watching an old pirate film gets them out of their funk and they decide to build a ship and go off on an adventure. But their first try is a disaster. With the help of some animals, they finally manage to launch their proud vessel and everything is ready for their departure. But of course, nothing goes to plan... And the catastrophes come thick and fast.",https://image.tmdb.org/t/p/w500/9cHj39IMq7PWV4BQg1nUoQ74WxI.jpg
74795,Green Zone (2010),Action|Drama|Thriller|War,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",https://image.tmdb.org/t/p/w500/czFIaeukSxNEccysQeys1PCkuOG.jpg
74851,From Paris with Love (2010),Action|Crime,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",https://image.tmdb.org/t/p/w500/poVoLKLxUqsTLSntA40Po2F78dZ.jpg
74864,Road Trip: Beer Pong (2009),Comedy,"It’s Road Trip - Beer Pong! Three college roommates are on the ride of their lives when they drop everything to join a bus full of sexy, scantily clad models to compete in the ultimate sport competition: the National Beer Pong Tournament.",https://image.tmdb.org/t/p/w500/4lByVZkyTZziMCXdPZf6zkOJDN6.jpg
74868,Dorian Gray (2009),Drama|Horror|Sci-Fi,"Seduced into the decadent world of Lord Henry Wotton, handsome young aristocrat Dorian Gray becomes obsessed with maintaining his youthful appearance, and commissions a special portrait that will weather the winds of time while he remains forever young. When Gray's obsession spirals out of control, his desperate attempts to safeguard his secret turn his once-privileged life into a living hell.",https://image.tmdb.org/t/p/w500/uRKt8nYdy7EO4uqeKVVpZRmqrxF.jpg
74916,Greenberg (2010),Comedy|Drama,"Roger Greenberg, a failed musician now making a living as a carpenter in New York, returns to Los Angeles to house-sit for his brother. He's stranded there—since he doesn't drive—until his brother's assistant, Florence, comes to his rescue. She's as much a lost soul as he is, and the pair form a significant connection—giving Roger a much-needed reason to be happy.",https://image.tmdb.org/t/p/w500/jAsN4vPpycVxC89QlA6NYBXRuK7.jpg
74944,Brooklyn's Finest (2010),Crime|Drama|Thriller,Enforcing the law within the notoriously rough Brownsville section of the city and especially within the Van Dyke housing projects is the NYPD's sixty-fifth precinct. Three police officers struggle with the sometimes fine line between right and wrong.,https://image.tmdb.org/t/p/w500/9ZyJJpMsc3bF8gduDaxo0zo1gwK.jpg
74946,She's Out of My League (2010),Comedy,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",https://image.tmdb.org/t/p/w500/mpYHjyPX0DAxbsnWKmSK5jZ1s4T.jpg
74948,Harry Brown (2009),Crime|Drama|Thriller,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.,https://image.tmdb.org/t/p/w500/lk9qVzvPHuL2vX9ixNut9n0KfYD.jpg
75341,Remember Me (2010),Drama|Romance,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",https://image.tmdb.org/t/p/w500/j7umuMiLCHvWT7wYhFKJOTFSokF.jpg
75395,Frozen (2010),Drama|Horror|Thriller,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",https://image.tmdb.org/t/p/w500/itAKcobTYGpYT8Phwjd8c9hleTo.jpg
75425,Survival of the Dead (2009),Horror,"Off the coast of North America, locals simultaneously fight a zombie epidemic while hoping for a cure to revert their undead relatives back to normal.",https://image.tmdb.org/t/p/w500/2BmqSRt10J2mpJmCgZbo5YYkQLj.jpg
75440,Will Ferrell: You're Welcome America - A Final Night with George W Bush (2009),Comedy,"After playing George W. Bush on Saturday Night Live for many years, funny man Will Ferrell brings his impression to Broadway to send up the 43rd President of the United States of America.",https://image.tmdb.org/t/p/w500/oyuPRxLRPEvhfMT0sNTncNbOwpD.jpg
75805,"Bounty Hunter, The (2010)",Action|Comedy|Romance,"Milo Boyd, a down-on-his-luck bounty hunter, thinks he's seeing an upswing in fortune when he gets a call to bring in his bail-jumping ex-wife, a reporter named Nicole. Milo considers the job an easy payday, but Nicole quickly escapes to chase a lead on a murder case. The former spouses play an escalating game of one-upmanship, until they suddenly find themselves on the run for their lives.",https://image.tmdb.org/t/p/w500/fJPKar0jnAsS09l3xfP6LL8sUkX.jpg
75813,Leaves of Grass (2009),Comedy|Crime|Drama|Thriller,"An Ivy League professor returns home, where his pot-growing twin brother has concocted a plan to take down a local drug lord.",https://image.tmdb.org/t/p/w500/dkIfBUewNDrJYL0UlNsKRUKZJYp.jpg
75983,North Face (Nordwand) (2008),Adventure|Drama,North Face tells the story of two German climbers Toni Kurz and Andreas Hinterstoisser and their attempt to scale the deadly North Face of the Eiger.,https://image.tmdb.org/t/p/w500/onTd66RoxdrLKUhtcS1IOwdvjCv.jpg
75985,Repo Men (2010),Action|Sci-Fi|Thriller,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",https://image.tmdb.org/t/p/w500/1ZA5kEKuA6HgbyzZXXlyU4piNI.jpg
76030,Case 39 (2009),Horror|Thriller,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",https://image.tmdb.org/t/p/w500/b16EjFeHd2AwoYXWUne7DA346pU.jpg
76054,Oceans (Océans) (2009),Documentary|Drama,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",https://image.tmdb.org/t/p/w500/hQQCdZrsHtZyR6NbKH2YyCqd2fR.jpg
76060,"Slammin' Salmon, The (2009)",Comedy,"The brutal former heavyweight boxing champion Cleon ""Slammin'"" Salmon (Duncan), now owner of a Miami restaurant, institutes a competition to see which waiter can earn the most money in one night: the winner stands to gain $10,000, while the loser will endure a beating at the hands of the champ.",https://image.tmdb.org/t/p/w500/yX9skMoAc1JAimJFtczEif4f1jS.jpg
76077,Hot Tub Time Machine (2010),Comedy|Sci-Fi,"Four pals are stuck in a rut in adulthood: Adam has just been dumped, Lou is a hopeless party animal, Nick is a henpecked husband, and Jacob does nothing but play video games in his basement. But they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski-resort hot tub results in their waking up in 1986.",https://image.tmdb.org/t/p/w500/wjzbVXAes1acbh6k4OO5xVfy5.jpg
76079,Chloe (2009),Drama|Thriller,"Catherine and David Stewart are a well-to-do couple living in a posh area of Toronto, but all is not well in paradise. Catherine suspects that David is cheating on her, so she hires an escort named Chloe to meet David and see if he gives in to temptation — but events spin out of control when Chloe spills the details of her torrid encounters.",https://image.tmdb.org/t/p/w500/7VC7Q7GvIhEECIU3fiaRf71mxV6.jpg
76091,Mother (Madeo) (2009),Crime|Drama|Mystery|Thriller,"A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent.",https://image.tmdb.org/t/p/w500/8oBnSkZE6GDVugAbLPO6uJd4GcS.jpg
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",https://image.tmdb.org/t/p/w500/53dsJ3oEnBhTBVMigWJ9tkA5bzJ.jpg
76108,Tom and Jerry: The Movie (1992),Animation|Children|Comedy,The popular cartoon cat and mouse are thrown into a feature film. The story has the twosome trying to help an orphan girl who is being berated and exploited by a greedy guardian.,https://image.tmdb.org/t/p/w500/k68ZB5trRKcEJSQdPiY6jtxVq14.jpg
76111,About Elly (Darbareye Elly) (2009),Drama|Mystery,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,https://image.tmdb.org/t/p/w500/ctLrMQrg3kss2JO7OIr7RVdN5an.jpg
76130,Universal Soldier: Regeneration (2009),Action|Drama|Sci-Fi|Thriller,"When terrorists threaten nuclear catastrophe at Chernobyl, the world's only hope is to reactivate decommissioned Universal Soldier Luc Deveraux. Rearmed and reprogrammed, Deveraux must take on his nemesis from the original Universal Soldier and a next-generation ""UniSol"" that seems almost unstoppable.",https://image.tmdb.org/t/p/w500/hYLzRwCcCyTVKGBRAiHEW7NOEni.jpg
76173,Micmacs (Micmacs à tire-larigot) (2009),Comedy|Crime,"While standing in the doorway of the video shop where he works, Bazil is inadvertently shot in the head. Now homeless and jobless, he is taken in by a troupe of misfits who live in a giant mound of trash. There Bazil begins his quest for revenge against the people who produced the gun that shot him.",https://image.tmdb.org/t/p/w500/yiqooJWNDEVsp8lbdTrTBvLAk0m.jpg
76175,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",https://image.tmdb.org/t/p/w500/6iHYLipwEyZUPNO8MM3l1yHDaFE.jpg
76210,Defendor (2009),Comedy|Crime|Drama,"A crooked cop, a mob boss and the young girl they abuse are the denizens of a city's criminal underworld. It's a world that ordinary Arthur Poppington doesn't understand and doesn't belong in, but is committed to fighting when he changes into a vigilante super-hero of his own making, Defendor. With no power other than courage Defendor takes to the streets to protect the city's innocents.",https://image.tmdb.org/t/p/w500/a1ce5xYYkwSCqIHh0nGKnh7Zs7Q.jpg
76251,Kick-Ass (2010),Action|Comedy,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",https://image.tmdb.org/t/p/w500/iHMbrTHJwocsNvo5murCBw0CwTo.jpg
76272,Five Minutes of Heaven (2009),Crime|Drama|Thriller,"The story of former Ulster Volunteer Force member Alistair Little. Twenty-five years after Little killed Joe Griffin's brother, the media arrange an auspicious meeting between the two.",https://image.tmdb.org/t/p/w500/5TVniqOcXh3nKHVyVys1nUjgrgO.jpg
76293,Date Night (2010),Action|Comedy|Romance,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed.",https://image.tmdb.org/t/p/w500/9ftaHHJW2IrtnGbazdn5SP8V7Cf.jpg
